Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","13.3","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","0.9","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","0.9","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","1.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","1.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","0.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","0.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.5","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","0.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","0.4","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.4","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","93.6",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","89",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","90.4",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","90.2",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","92.7",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","92.2",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","93.6",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","94.2",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","97.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20182020","2018-2020","%","95.9",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20092011","2009-2011","%","10.4",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20102012","2010-2012","%","10.4",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20112013","2011-2013","%","10.7",""
